This is a job step 7


----------------------------------------------------
STRUCTURE by Pritchard, Stephens and Donnelly (2000)
     and Falush, Stephens and Pritchard (2003)
       Code by Pritchard, Falush and Hubisz
             Version 2.3.4 (Jul 2012)
----------------------------------------------------


Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/mainparamsfiles/mainparamsbigfile".
datafile is
/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str
Reading file "/global/home/hpc3579/Salmon-Project/STRUCTURE/extraparams_bigfile".
Note: RANDOMIZE is set to 1. The random number generator will be initialized using the system clock, ignoring any specified value of SEED.
Reading file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str".


Data file "/global/home/hpc3579/Salmon-Project/FileConversions/bigfilestruc.str" (truncated) --

Ind:   Label Pop : Genotype_data . . . .
  1: QC-ANG-01    1  :110 167 287 296 254 146 173  . . . . 291
  1: QC-ANG-01    1  :110 179 295 312 358 210 175  . . . . 315
  2: QC-ANG-11    1  :130 171 291 312 322 210 193  . . . . 283
  2: QC-ANG-11    1  :130 175 303 336 338 242 199  . . . . 303
  3: QC-ANG-12    1  :106 175 279 312 278 198 171  . . . . 315
  3: QC-ANG-12    1  :130 191 307 372 342 210 201  . . . . 319
  4: QC-ANG-13    1  :128 159 291 320 314 214 159  . . . . 287
  4: QC-ANG-13    1  :128 167 295 344 326 254 201  . . . . 315

      *******   

9141: US-NA11574  153  :122 203 283 312 254 198 173  . . . . 303
9141: US-NA11574  153  :128 203 303 340 290 206 173  . . . . 307
9142: US-NA11575  153  :122 167 283 300 254 214 173  . . . . 295
9142: US-NA11575  153  :128 167 303 336 290 298 173  . . . . 339

Number of alleles per locus: min=15; ave=39.8; max=91


--------------------------------------

Finished initialization; starting MCMC 
1000000 iterations + 100000 burnin


--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 7 clusters

Given    Inferred Clusters                                   Number of
 Pop       1      2      3      4      5      6      7      Individuals
11000:    1.00    0.091    0.011 0.008 0.018 0.013 0.016 0.011 0.022    0.017 0.031 0.024 0.019 0.017 0.025 0.027 0.014 0.020 0.010 0.033 0.019 0.025 0.020 0.043 0.022 0.012 0.043 0.016 0.028 0.026   --  
12000:    1.00    0.090    0.011 0.010 0.020 0.013 0.019 0.013 0.025    0.017 0.032 0.024 0.019 0.019 0.025 0.027 0.014 0.017 0.010 0.033 0.020 0.024 0.021 0.046 0.019 0.012 0.043 0.018 0.032 0.026   --  
13000:    1.00    0.093    0.012 0.010 0.017 0.016 0.018 0.014 0.025    0.018 0.030 0.023 0.020 0.019 0.029 0.027 0.013 0.018 0.012 0.035 0.018 0.021 0.017 0.043 0.018 0.011 0.043 0.016 0.032 0.026   --  
14000:    1.00    0.091    0.014 0.009 0.021 0.019 0.022 0.014 0.024    0.017 0.030 0.023 0.020 0.019 0.026 0.027 0.015 0.020 0.011 0.032 0.020 0.025 0.020 0.043 0.022 0.013 0.043 0.019 0.032 0.027   --  
15000:    1.00    0.092    0.012 0.011 0.020 0.016 0.024 0.015 0.027    0.017 0.030 0.024 0.019 0.018 0.026 0.027 0.013 0.020 0.012 0.033 0.021 0.026 0.018 0.042 0.022 0.012 0.044 0.020 0.030 0.026   --  
16000:    1.00    0.092    0.012 0.010 0.017 0.016 0.021 0.014 0.022    0.020 0.030 0.025 0.022 0.020 0.025 0.027 0.014 0.022 0.011 0.033 0.020 0.024 0.016 0.039 0.022 0.011 0.042 0.019 0.031 0.026   --  
17000:    1.00    0.089    0.012 0.011 0.021 0.015 0.020 0.012 0.023    0.016 0.029 0.022 0.019 0.017 0.024 0.029 0.013 0.020 0.011 0.032 0.020 0.026 0.021 0.042 0.021 0.011 0.040 0.019 0.029 0.024   --  
18000:    1.00    0.089    0.014 0.012 0.020 0.015 0.018 0.014 0.025    0.018 0.032 0.024 0.020 0.018 0.025 0.029 0.014 0.021 0.011 0.034 0.019 0.023 0.020 0.043 0.020 0.011 0.042 0.017 0.029 0.026   --  
19000:    1.00    0.093    0.015 0.013 0.018 0.015 0.021 0.013 0.029    0.018 0.031 0.023 0.019 0.019 0.025 0.028 0.013 0.020 0.012 0.032 0.021 0.025 0.021 0.043 0.020 0.012 0.041 0.018 0.030 0.024   --  

--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 7 clusters

Given    Inferred Clusters                                   Number of
 Pop       1      2      3      4      5      6      7      Individuals

  1:     0.029  0.071  0.090  0.223  0.216  0.197  0.173       45
  2:     0.023  0.012  0.010  0.017  0.021  0.023  0.894       50
  3:     0.086  0.099  0.087  0.058  0.367  0.146  0.158       48
  4:     0.109  0.069  0.163  0.129  0.155  0.244  0.131       50
  5:     0.106  0.194  0.057  0.132  0.114  0.362  0.036       50
  6:     0.151  0.153  0.130  0.148  0.074  0.267  0.077       49
  7:     0.111  0.090  0.075  0.294  0.043  0.322  0.064       43
  8:     0.064  0.162  0.060  0.209  0.017  0.450  0.039       46
  9:     0.045  0.027  0.051  0.064  0.712  0.065  0.036       60
 10:     0.085  0.213  0.111  0.137  0.112  0.286  0.056       38
 11:     0.095  0.119  0.077  0.124  0.069  0.471  0.045       50
 12:     0.033  0.124  0.048  0.079  0.057  0.582  0.078       48
 13:     0.113  0.056  0.146  0.175  0.142  0.227  0.141       50
 14:     0.076  0.111  0.071  0.033  0.115  0.036  0.557       57
 15:     0.061  0.094  0.083  0.108  0.345  0.082  0.227       48
 16:     0.045  0.033  0.018  0.021  0.027  0.019  0.838       48
 17:     0.065  0.080  0.124  0.108  0.285  0.163  0.174       50
 18:     0.139  0.144  0.107  0.175  0.027  0.352  0.055       44
 19:     0.081  0.099  0.059  0.056  0.105  0.543  0.058       50
 20:     0.057  0.140  0.015  0.089  0.042  0.632  0.025       50
 21:     0.014  0.025  0.051  0.037  0.049  0.009  0.815       48
 22:     0.078  0.029  0.104  0.107  0.068  0.385  0.229       50
 23:     0.113  0.105  0.088  0.122  0.102  0.440  0.031       49
 24:     0.073  0.067  0.123  0.056  0.062  0.565  0.054       50
 25:     0.101  0.152  0.070  0.164  0.044  0.405  0.064       50
 26:     0.118  0.060  0.066  0.145  0.155  0.321  0.135       50
 27:     0.071  0.050  0.068  0.081  0.149  0.081  0.500       55
 28:     0.060  0.070  0.073  0.103  0.197  0.049  0.448       50
 29:     0.066  0.101  0.155  0.305  0.122  0.200  0.051      108
 30:     0.054  0.143  0.189  0.241  0.093  0.196  0.083      109
 31:     0.058  0.093  0.049  0.092  0.115  0.554  0.040       49
 32:     0.093  0.076  0.120  0.109  0.154  0.398  0.050       50
 33:     0.133  0.088  0.018  0.078  0.379  0.155  0.150       50
 34:     0.137  0.116  0.141  0.055  0.106  0.044  0.402       50
 35:     0.081  0.071  0.138  0.058  0.246  0.208  0.198       50
 36:     0.065  0.066  0.159  0.052  0.079  0.540  0.038       39
 37:     0.061  0.186  0.064  0.157  0.116  0.306  0.111       47
 38:     0.085  0.104  0.148  0.087  0.085  0.386  0.106       67
 39:     0.097  0.058  0.039  0.016  0.132  0.624  0.034       34
 40:     0.091  0.124  0.048  0.099  0.118  0.471  0.050       58
 41:     0.093  0.187  0.092  0.091  0.150  0.311  0.075       86
 42:     0.159  0.107  0.120  0.265  0.042  0.235  0.073       44
 43:     0.037  0.103  0.055  0.157  0.117  0.475  0.056       44
 44:     0.085  0.075  0.095  0.037  0.102  0.102  0.505       50
 45:     0.086  0.065  0.116  0.210  0.098  0.378  0.048       35
 46:     0.069  0.145  0.071  0.086  0.195  0.267  0.166       50
 47:     0.125  0.053  0.069  0.070  0.075  0.490  0.119       36
 48:     0.174  0.062  0.122  0.047  0.062  0.183  0.351       53
 49:     0.052  0.026  0.075  0.041  0.044  0.026  0.737       57
 50:     0.123  0.087  0.075  0.058  0.101  0.140  0.416       49
 51:     0.062  0.111  0.113  0.088  0.304  0.172  0.150       42
 52:     0.144  0.115  0.064  0.083  0.040  0.510  0.044       50
 53:     0.022  0.139  0.108  0.535  0.063  0.086  0.047       50
 54:     0.041  0.034  0.186  0.497  0.097  0.119  0.026       44
 55:     0.060  0.085  0.225  0.266  0.132  0.163  0.068       50
 56:     0.027  0.008  0.045  0.807  0.009  0.064  0.041       30
 57:     0.092  0.137  0.172  0.280  0.040  0.209  0.069       50
 58:     0.016  0.108  0.150  0.345  0.155  0.198  0.028       50
 59:     0.063  0.077  0.147  0.400  0.125  0.134  0.055       33
 60:     0.003  0.118  0.002  0.401  0.282  0.190  0.004        9
 61:     0.058  0.099  0.115  0.318  0.189  0.166  0.056       50
 62:     0.014  0.075  0.295  0.472  0.051  0.065  0.029       32
 63:     0.091  0.077  0.207  0.306  0.101  0.153  0.064       50
 64:     0.050  0.096  0.065  0.666  0.042  0.057  0.023       50
 65:     0.006  0.023  0.111  0.756  0.004  0.029  0.072       29
 66:     0.029  0.103  0.172  0.318  0.143  0.176  0.059       50
 67:     0.070  0.088  0.048  0.542  0.105  0.104  0.042       31
 68:     0.071  0.116  0.126  0.425  0.114  0.088  0.060       27
 69:     0.051  0.067  0.150  0.357  0.101  0.249  0.025       20
 70:     0.043  0.071  0.095  0.392  0.117  0.247  0.036       50
 71:     0.094  0.143  0.052  0.114  0.080  0.472  0.045       50
 72:     0.083  0.103  0.072  0.434  0.129  0.120  0.060       37
 73:     0.055  0.043  0.100  0.053  0.061  0.060  0.628       81
 74:     0.665  0.038  0.044  0.040  0.072  0.077  0.064       50
 75:     0.191  0.224  0.072  0.189  0.107  0.165  0.050       50
 76:     0.341  0.207  0.069  0.080  0.095  0.134  0.073       89
 77:     0.193  0.188  0.102  0.082  0.353  0.045  0.037      100
 78:     0.117  0.050  0.050  0.035  0.070  0.038  0.640       94
 79:     0.149  0.390  0.038  0.029  0.086  0.192  0.116      100
 80:     0.645  0.036  0.027  0.053  0.048  0.063  0.127       50
 81:     0.421  0.079  0.124  0.042  0.091  0.189  0.055      100
 82:     0.176  0.221  0.101  0.206  0.126  0.099  0.071       98
 83:     0.434  0.270  0.019  0.085  0.088  0.036  0.068       50
 84:     0.056  0.030  0.020  0.043  0.030  0.018  0.803       99
 85:     0.204  0.295  0.096  0.098  0.155  0.084  0.069       99
 86:     0.567  0.105  0.047  0.039  0.074  0.075  0.092      100
 87:     0.513  0.130  0.028  0.047  0.119  0.095  0.068      100
 88:     0.572  0.101  0.063  0.076  0.056  0.049  0.082      100
 89:     0.209  0.209  0.100  0.081  0.208  0.094  0.100       99
 90:     0.450  0.090  0.080  0.075  0.076  0.138  0.091       48
 91:     0.067  0.061  0.046  0.054  0.046  0.167  0.559       28
 92:     0.480  0.065  0.111  0.080  0.142  0.018  0.104       50
 93:     0.579  0.043  0.038  0.052  0.054  0.077  0.157      100
 94:     0.612  0.060  0.072  0.030  0.057  0.079  0.090       50
 95:     0.078  0.043  0.074  0.044  0.116  0.085  0.560       41
 96:     0.338  0.167  0.104  0.101  0.132  0.076  0.082       81
 97:     0.508  0.126  0.037  0.097  0.111  0.020  0.101       50
 98:     0.116  0.603  0.047  0.085  0.066  0.050  0.034      100
 99:     0.234  0.206  0.135  0.112  0.110  0.118  0.086       89
100:     0.112  0.348  0.043  0.136  0.205  0.066  0.090       98
101:     0.259  0.200  0.056  0.078  0.126  0.091  0.191      100
102:     0.017  0.013  0.016  0.011  0.930  0.008  0.006       95
103:     0.107  0.384  0.102  0.123  0.124  0.111  0.050       50
104:     0.550  0.114  0.057  0.050  0.069  0.052  0.108       70
105:     0.078  0.074  0.044  0.043  0.067  0.053  0.640      100
106:     0.434  0.148  0.143  0.034  0.060  0.116  0.066       50
107:     0.508  0.147  0.042  0.067  0.094  0.066  0.074      100
108:     0.064  0.701  0.011  0.042  0.034  0.087  0.060       50
109:     0.289  0.128  0.121  0.154  0.157  0.095  0.055      100
110:     0.058  0.053  0.084  0.036  0.047  0.034  0.688       41
111:     0.079  0.064  0.098  0.056  0.090  0.063  0.550      100
112:     0.258  0.401  0.034  0.068  0.048  0.088  0.103       50
113:     0.615  0.130  0.021  0.050  0.103  0.052  0.030       97
114:     0.072  0.109  0.074  0.084  0.080  0.055  0.527      100
115:     0.560  0.062  0.034  0.067  0.092  0.042  0.144       49
116:     0.529  0.094  0.034  0.049  0.124  0.085  0.086      100
117:     0.222  0.284  0.072  0.054  0.070  0.139  0.159       50
118:     0.293  0.417  0.061  0.062  0.031  0.058  0.078      100
119:     0.232  0.201  0.111  0.077  0.158  0.115  0.106       90
120:     0.101  0.182  0.148  0.172  0.087  0.220  0.089       70
121:     0.059  0.554  0.032  0.155  0.096  0.081  0.024       82
122:     0.031  0.023  0.063  0.091  0.686  0.044  0.062       66
123:     0.080  0.071  0.052  0.051  0.091  0.621  0.034       28
124:     0.006  0.034  0.778  0.004  0.035  0.034  0.109       44
125:     0.013  0.058  0.770  0.038  0.035  0.034  0.052       60
126:     0.031  0.029  0.776  0.050  0.052  0.028  0.033       83
127:     0.027  0.047  0.752  0.053  0.039  0.063  0.018       49
128:     0.041  0.020  0.859  0.018  0.024  0.017  0.022       84
129:     0.059  0.098  0.512  0.213  0.025  0.044  0.049       53
130:     0.031  0.020  0.699  0.097  0.074  0.061  0.017       58
131:     0.059  0.059  0.706  0.075  0.024  0.046  0.031       78
132:     0.040  0.041  0.713  0.104  0.040  0.050  0.012       59
133:     0.054  0.032  0.587  0.121  0.082  0.091  0.033       41
134:     0.105  0.081  0.503  0.108  0.087  0.074  0.043       42
135:     0.051  0.103  0.346  0.351  0.068  0.040  0.041       30
136:     0.039  0.090  0.481  0.257  0.045  0.066  0.022       53
137:     0.178  0.130  0.105  0.118  0.120  0.276  0.073       58
138:     0.064  0.156  0.157  0.211  0.084  0.290  0.038       84
139:     0.046  0.457  0.081  0.281  0.040  0.047  0.048       81
140:     0.007  0.923  0.021  0.009  0.018  0.015  0.008       30
141:     0.031  0.772  0.043  0.069  0.068  0.007  0.011       37
142:     0.038  0.342  0.059  0.346  0.076  0.116  0.024       46
143:     0.097  0.121  0.065  0.487  0.096  0.094  0.040       55
144:     0.042  0.095  0.084  0.602  0.038  0.119  0.020       52
145:     0.070  0.106  0.038  0.643  0.078  0.048  0.016       73
146:     0.057  0.055  0.077  0.572  0.094  0.120  0.025       73
147:     0.056  0.095  0.064  0.624  0.042  0.106  0.013       53
148:     0.029  0.125  0.103  0.586  0.062  0.059  0.036       52
149:     0.078  0.084  0.086  0.515  0.065  0.154  0.018       44
150:     0.060  0.124  0.108  0.437  0.079  0.145  0.048       80
151:     0.050  0.099  0.137  0.483  0.064  0.150  0.017       49
152:     0.129  0.219  0.033  0.051  0.081  0.336  0.151       34
153:     0.122  0.178  0.231  0.160  0.105  0.145  0.058      100
--------------------------------------------

 Rep#:   Lambda   Alpha      F1    F2    F3    F4    F5    F6    F7     D1,2  D1,3  D1,4  D1,5  D1,6  D1,7  D2,3  D2,4  D2,5  D2,6  D2,7  D3,4  D3,5  D3,6  D3,7  D4,5  D4,6  D4,7  D5,6  D5,7  D6,7    Ln Like 
20000:    1.00    0.091    0.014 0.011 0.020 0.014 0.020 0.013 0.024    0.018 0.032 0.023 0.021 0.020 0.025 0.027 0.013 0.018 0.010 0.034 0.020 0.027 0.020 0.043 0.020 0.012 0.040 0.019 0.030 0.026   --  
21000:    1.00    0.087    0.014 0.009 0.022 0.017 0.019 0.014 0.021    0.017 0.032 0.025 0.019 0.018 0.023 0.027 0.014 0.018 0.011 0.030 0.020 0.024 0.018 0.042 0.022 0.012 0.042 0.018 0.030 0.024   --  
22000:    1.00    0.081    0.011 0.009 0.015 0.016 0.018 0.013 0.022    0.017 0.030 0.021 0.018 0.017 0.023 0.026 0.012 0.018 0.011 0.032 0.018 0.025 0.018 0.040 0.019 0.010 0.038 0.018 0.028 0.025   --  
23000:    1.00    0.078    0.011 0.009 0.023 0.015 0.016 0.011 0.021    0.015 0.031 0.021 0.018 0.017 0.025 0.026 0.014 0.017 0.010 0.030 0.018 0.023 0.021 0.041 0.018 0.012 0.039 0.018 0.029 0.023   --  
24000:    1.00    0.076    0.011 0.010 0.022 0.017 0.016 0.011 0.022    0.017 0.028 0.022 0.018 0.017 0.023 0.025 0.012 0.019 0.011 0.030 0.017 0.021 0.017 0.039 0.018 0.011 0.039 0.015 0.027 0.023   --  
25000:    1.00    0.076    0.014 0.010 0.019 0.015 0.015 0.010 0.022    0.017 0.030 0.022 0.017 0.018 0.024 0.026 0.013 0.018 0.011 0.031 0.018 0.022 0.018 0.039 0.018 0.012 0.039 0.016 0.026 0.022   --  
26000:    1.00    0.078    0.011 0.010 0.019 0.016 0.020 0.013 0.022    0.016 0.029 0.023 0.018 0.018 0.024 0.025 0.014 0.019 0.011 0.030 0.018 0.023 0.017 0.038 0.020 0.011 0.040 0.019 0.030 0.026   --  
27000:    1.00    0.080    0.013 0.009 0.016 0.018 0.016 0.014 0.024    0.016 0.031 0.024 0.018 0.019 0.024 0.027 0.012 0.018 0.011 0.031 0.019 0.024 0.019 0.041 0.019 0.012 0.040 0.016 0.028 0.024   --  
28000:    1.00    0.084    0.012 0.011 0.019 0.014 0.019 0.014 0.026    0.016 0.029 0.023 0.020 0.018 0.025 0.027 0.014 0.019 0.011 0.031 0.019 0.023 0.018 0.041 0.020 0.011 0.040 0.019 0.031 0.025   --  
29000:    1.00    0.086    0.013 0.009 0.022 0.016 0.021 0.016 0.022    0.015 0.032 0.022 0.018 0.018 0.024 0.029 0.013 0.018 0.011 0.028 0.021 0.027 0.022 0.043 0.020 0.013 0.039 0.018 0.027 0.023   --  

--------------------------------------------
Proportion of membership of each pre-defined
 population in each of the 7 clusters

Given    Inferred Clusters                                   Number of
 Pop       1      2      3      4      5      6      7      Individuals

  1:     0.045  0.023  0.082  0.260  0.140  0.242  0.209       45
  2:     0.005  0.027  0.015  0.017  0.008  0.011  0.917       50
  3:     0.053  0.110  0.119  0.109  0.243  0.211  0.155       48
  4:     0.070  0.043  0.193  0.132  0.169  0.232  0.162       50
  5:     0.103  0.207  0.082  0.080  0.083  0.392  0.052       50
  6:     0.085  0.118  0.128  0.094  0.080  0.384  0.110       49
  7:     0.087  0.143  0.106  0.234  0.071  0.318  0.041       43
  8:     0.057  0.188  0.066  0.277  0.024  0.342  0.046       46
  9:     0.055  0.037  0.033  0.039  0.652  0.066  0.117       60
 10:     0.063  0.161  0.091  0.141  0.078  0.339  0.128       38
 11:     0.076  0.118  0.066  0.104  0.037  0.574  0.024       50
 12:     0.033  0.119  0.078  0.092  0.116  0.479  0.083       48
 13:     0.132  0.033  0.112  0.160  0.202  0.180  0.180       50
 14:     0.053  0.034  0.091  0.045  0.079  0.097  0.601       57
 15:     0.085  0.103  0.121  0.038  0.274  0.087  0.292       48
 16:     0.015  0.052  0.015  0.010  0.012  0.014  0.881       48
 17:     0.056  0.055  0.138  0.085  0.360  0.111  0.195       50
 18:     0.072  0.126  0.109  0.110  0.075  0.441  0.067       44
 19:     0.027  0.062  0.091  0.107  0.100  0.583  0.031       50
 20:     0.038  0.154  0.032  0.162  0.035  0.552  0.028       50
 21:     0.027  0.030  0.030  0.016  0.026  0.019  0.853       48
 22:     0.067  0.062  0.113  0.090  0.052  0.444  0.172       50
 23:     0.082  0.135  0.050  0.078  0.175  0.459  0.022       49
 24:     0.040  0.088  0.127  0.031  0.076  0.503  0.134       50
 25:     0.087  0.145  0.107  0.164  0.050  0.407  0.040       50
 26:     0.063  0.150  0.076  0.115  0.154  0.340  0.103       50
 27:     0.148  0.044  0.103  0.057  0.098  0.046  0.504       55
 28:     0.042  0.065  0.041  0.042  0.159  0.074  0.576       50
 29:     0.064  0.088  0.140  0.355  0.102  0.211  0.041      108
 30:     0.077  0.128  0.179  0.285  0.079  0.190  0.063      109
 31:     0.120  0.081  0.079  0.182  0.058  0.437  0.043       49
 32:     0.103  0.096  0.120  0.114  0.075  0.406  0.087       50
 33:     0.077  0.077  0.022  0.027  0.495  0.148  0.155       50
 34:     0.131  0.131  0.089  0.047  0.104  0.041  0.457       50
 35:     0.035  0.120  0.141  0.090  0.138  0.151  0.324       50
 36:     0.033  0.074  0.123  0.080  0.022  0.628  0.039       39
 37:     0.075  0.174  0.070  0.159  0.111  0.297  0.115       47
 38:     0.091  0.138  0.103  0.089  0.123  0.416  0.040       67
 39:     0.048  0.062  0.086  0.058  0.115  0.562  0.070       34
 40:     0.066  0.135  0.026  0.095  0.086  0.521  0.071       58
 41:     0.101  0.119  0.138  0.135  0.084  0.309  0.114       86
 42:     0.042  0.128  0.139  0.131  0.106  0.386  0.067       44
 43:     0.045  0.140  0.053  0.146  0.058  0.518  0.040       44
 44:     0.052  0.057  0.081  0.065  0.073  0.093  0.580       50
 45:     0.058  0.084  0.182  0.146  0.134  0.376  0.019       35
 46:     0.070  0.105  0.116  0.126  0.161  0.278  0.144       50
 47:     0.061  0.058  0.108  0.136  0.147  0.433  0.056       36
 48:     0.102  0.076  0.097  0.036  0.077  0.199  0.413       53
 49:     0.061  0.064  0.044  0.060  0.023  0.039  0.709       57
 50:     0.139  0.126  0.057  0.063  0.074  0.033  0.509       49
 51:     0.025  0.046  0.159  0.055  0.306  0.203  0.204       42
 52:     0.110  0.104  0.057  0.171  0.052  0.435  0.071       50
 53:     0.057  0.125  0.043  0.610  0.039  0.083  0.043       50
 54:     0.020  0.051  0.201  0.425  0.117  0.151  0.035       44
 55:     0.033  0.058  0.181  0.287  0.145  0.221  0.074       50
 56:     0.035  0.004  0.057  0.772  0.058  0.032  0.042       30
 57:     0.084  0.132  0.082  0.223  0.169  0.258  0.053       50
 58:     0.038  0.074  0.257  0.301  0.100  0.154  0.076       50
 59:     0.028  0.158  0.256  0.275  0.140  0.127  0.017       33
 60:     0.101  0.001  0.066  0.358  0.086  0.340  0.049        9
 61:     0.078  0.122  0.137  0.257  0.213  0.168  0.025       50
 62:     0.058  0.064  0.287  0.381  0.100  0.096  0.014       32
 63:     0.052  0.068  0.149  0.466  0.067  0.142  0.057       50
 64:     0.050  0.120  0.030  0.651  0.050  0.079  0.019       50
 65:     0.009  0.022  0.030  0.791  0.021  0.049  0.079       29
 66:     0.049  0.062  0.248  0.294  0.121  0.156  0.070       50
 67:     0.088  0.090  0.060  0.451  0.077  0.208  0.026       31
 68:     0.037  0.073  0.152  0.500  0.111  0.072  0.054       27
 69:     0.055  0.126  0.175  0.244  0.142  0.224  0.034       20
 70:     0.062  0.073  0.107  0.467  0.059  0.202  0.032       50
 71:     0.072  0.149  0.124  0.090  0.038  0.455  0.072       50
 72:     0.048  0.081  0.083  0.581  0.072  0.122  0.012       37
 73:     0.099  0.075  0.069  0.027  0.061  0.060  0.610       81
 74:     0.601  0.043  0.043  0.070  0.054  0.078  0.111       50
 75:     0.169  0.201  0.077  0.213  0.111  0.156  0.073       50
 76:     0.329  0.181  0.092  0.065  0.098  0.146  0.089       89
 77:     0.159  0.449  0.120  0.040  0.168  0.022  0.042      100
 78:     0.122  0.038  0.042  0.026  0.067  0.047  0.657       94
 79:     0.104  0.360  0.072  0.040  0.082  0.234  0.108      100
 80:     0.634  0.055  0.067  0.058  0.038  0.054  0.093       50
 81:     0.454  0.077  0.101  0.077  0.080  0.168  0.044      100
 82:     0.166  0.247  0.123  0.141  0.131  0.115  0.078       98
 83:     0.622  0.128  0.007  0.078  0.086  0.050  0.028       50
 84:     0.064  0.020  0.012  0.036  0.027  0.026  0.814       99
 85:     0.127  0.298  0.154  0.113  0.120  0.128  0.061       99
 86:     0.433  0.189  0.052  0.021  0.112  0.087  0.107      100
 87:     0.565  0.084  0.058  0.037  0.118  0.092  0.047      100
 88:     0.644  0.077  0.076  0.039  0.048  0.062  0.054      100
 89:     0.250  0.214  0.118  0.057  0.190  0.090  0.081       99
 90:     0.441  0.078  0.056  0.104  0.027  0.138  0.157       48
 91:     0.040  0.053  0.057  0.058  0.066  0.130  0.596       28
 92:     0.569  0.081  0.066  0.044  0.095  0.026  0.119       50
 93:     0.565  0.053  0.042  0.068  0.063  0.074  0.135      100
 94:     0.540  0.063  0.043  0.097  0.046  0.139  0.072       50
 95:     0.067  0.074  0.053  0.068  0.084  0.082  0.572       41
 96:     0.309  0.274  0.066  0.074  0.128  0.070  0.080       81
 97:     0.525  0.092  0.048  0.061  0.082  0.099  0.091       50
 98:     0.126  0.606  0.032  0.040  0.051  0.078  0.067      100
 99:     0.181  0.188  0.148  0.111  0.140  0.142  0.089       89
100:     0.110  0.380  0.079  0.127  0.162  0.078  0.064       98
101:     0.293  0.209  0.082  0.051  0.140  0.069  0.156      100
102:     0.009  0.006  0.013  0.009  0.944  0.009  0.009       95
103:     0.112  0.544  0.063  0.087  0.078  0.090  0.027       50
104:     0.534  0.133  0.056  0.037  0.085  0.065  0.089       70
105:     0.096  0.054  0.040  0.051  0.090  0.045  0.624      100
106:     0.471  0.193  0.068  0.026  0.067  0.091  0.085       50
107:     0.411  0.129  0.038  0.072  0.232  0.064  0.054      100
108:     0.047  0.743  0.043  0.039  0.049  0.042  0.036       50
