BBA_1	 pop_1 	Ssa197 	179 	187
DHB_4	 pop_8 	Ssa197 	155 	191
DHB_5	 pop_8 	Ssa197 	171 	175
DHB_6	 pop_8 	Ssa197 	175 	179
DHB_7	 pop_8 	Ssa197 	171 	183
DHB_8	 pop_8 	Ssa197 	163 	179
DHB_9	 pop_8 	Ssa197 	171 	191
DHB_10	 pop_8 	Ssa197 	171 	175
DHB_11	 pop_8 	Ssa197 	175 	187
DHB_12	 pop_8 	Ssa197 	167 	179
DHB_13	 pop_8 	Ssa197 	163 	183
DHB_14	 pop_8 	Ssa197 	163 	175
DHB_15	 pop_8 	Ssa197 	163 	163
DHB_16	 pop_8 	Ssa197 	167 	175
DHB_17	 pop_8 	Ssa197 	183 	183
DHB_18	 pop_8 	Ssa197 	155 	179
DHB_19	 pop_8 	Ssa197 	167 	175
DHB_20	 pop_8 	Ssa197 	163 	179
DHB_21	 pop_8 	Ssa197 	171 	183
DHB_22	 pop_8 	Ssa197 	155 	171
DHB_23	 pop_8 	Ssa197 	175 	183
DHB_24	 pop_8 	Ssa197 	171 	183
DHB_25	 pop_8 	Ssa197 	171 	171
DHB_26	 pop_8 	Ssa197 	183 	199
DHB_27	 pop_8 	Ssa197 	163 	175
DHB_28	 pop_8 	Ssa197 	163 	183
DHB_29	 pop_8 	Ssa197 	167 	183
DHB_30	 pop_8 	Ssa197 	171 	175
DHB_31	 pop_8 	Ssa197 	171 	175
DHB_32	 pop_8 	Ssa197 	179 	199
DHB_33	 pop_8 	Ssa197 	175 	179
DHB_34	 pop_8 	Ssa197 	179 	207
DHB_35	 pop_8 	Ssa197 	175 	183
DHB_36	 pop_8 	Ssa197 	183 	187
DHB_37	 pop_8 	Ssa197 	187 	215
DHB_38	 pop_8 	Ssa197 	171 	187
DHB_39	 pop_8 	Ssa197 	163 	171
DHB_40	 pop_8 	Ssa197 	167 	175
DHB_41	 pop_8 	Ssa197 	163 	175
DHB_42	 pop_8 	Ssa197 	171 	183
DHB_43	 pop_8 	Ssa197 	163 	175
DHB_44	 pop_8 	Ssa197 	171 	179
DHB_45	 pop_8 	Ssa197 	171 	215
DHB_46	 pop_8 	Ssa197 	171 	183
DHB_47	 pop_8 	Ssa197 	175 	175
DHB_48	 pop_8 	Ssa197 	183 	187
DHB_49	 pop_8 	Ssa197 	175 	199
DHB_50	 pop_8 	Ssa197 	163 	183
DHB_51	 pop_8 	Ssa197 	199 	215
DHB_52	 pop_8 	Ssa197 	175 	183
DHB_53	 pop_8 	Ssa197 	175 	179
DHB_54	 pop_8 	Ssa197 	171 	171
DHB_55	 pop_8 	Ssa197 	171 	183
DHB_56	 pop_8 	Ssa197 	171 	175
DHB_57	 pop_8 	Ssa197 	171 	183
DHB_58	 pop_8 	Ssa197 	179 	215
DHB_59	 pop_8 	Ssa197 	167 	179
DHB_60	 pop_8 	Ssa197 	175 	183
DHB_61	 pop_8 	Ssa197 	163 	191
DHB_62	 pop_8 	Ssa197 	171 	171
DHB_63	 pop_8 	Ssa197 	171 	179
DHB_64	 pop_8 	Ssa197 	167 	179
DHB_65	 pop_8 	Ssa197 	163 	175
DHB_66	 pop_8 	Ssa197 	175 	199
DHB_67	 pop_8 	Ssa197 	175 	187
DHB_68	 pop_8 	Ssa197 	171 	179
DHB_69	 pop_8 	Ssa197 	175 	179
DHB_70	 pop_8 	Ssa197 	199 	215
DHB_71	 pop_8 	Ssa197 	171 	215
DHB_72	 pop_8 	Ssa197 	163 	187
DHB_73	 pop_8 	Ssa197 	183 	199
DHB_74	 pop_8 	Ssa197 	183 	199
DHB_75	 pop_8 	Ssa197 	171 	183
DHB_76	 pop_8 	Ssa197 	171 	183
DHB_77	 pop_8 	Ssa197 	163 	183
DHB_78	 pop_8 	Ssa197 	175 	175
FBS_1	 pop_9 	Ssa197 	203 	203
FBS_2	 pop_9 	Ssa197 	175 	191
FBS_3	 pop_9 	Ssa197 	183 	195
FBS_4	 pop_9 	Ssa197 	175 	195
FBS_5	 pop_9 	Ssa197 	183 	203
FBS_6	 pop_9 	Ssa197 	171 	183
FBS_7	 pop_9 	Ssa197 	171 	195
FBS_8	 pop_9 	Ssa197 	179 	203
FBS_9	 pop_9 	Ssa197 	183 	191
FBS_10	 pop_9 	Ssa197 	183 	187
FBS_11	 pop_9 	Ssa197 	183 	183
FBS_12	 pop_9 	Ssa197 	175 	183
FBS_13	 pop_9 	Ssa197 	179 	195
FBS_14	 pop_9 	Ssa197 	183 	195
FBS_15	 pop_9 	Ssa197 	179 	183
FBS_16	 pop_9 	Ssa197 	171 	183
FBS_17	 pop_9 	Ssa197 	163 	175
FBS_18	 pop_9 	Ssa197 	167 	183
FBS_19	 pop_9 	Ssa197 	179 	191
FBS_20	 pop_9 	Ssa197 	167 	183
FBS_21	 pop_9 	Ssa197 	195 	199
FBS_22	 pop_9 	Ssa197 	175 	183
FBS_23	 pop_9 	Ssa197 	175 	195
FBS_24	 pop_9 	Ssa197 	167 	167
FBS_25	 pop_9 	Ssa197 	175 	195
FBS_26	 pop_9 	Ssa197 	175 	175
FBS_27	 pop_9 	Ssa197 	171 	175
FBS_28	 pop_9 	Ssa197 	163 	203
FBS_29	 pop_9 	Ssa197 	199 	203
FBS_30	 pop_9 	Ssa197 	167 	179
FBS_31	 pop_9 	Ssa197 	171 	187
FBS_32	 pop_9 	Ssa197 	171 	183
FBS_33	 pop_9 	Ssa197 	175 	195
FBS_34	 pop_9 	Ssa197 	171 	179
FBS_35	 pop_9 	Ssa197 	163 	163
FBS_36	 pop_9 	Ssa197 	163 	167
FBS_37	 pop_9 	Ssa197 	167 	195
FBS_38	 pop_9 	Ssa197 	167 	171
FBS_39	 pop_9 	Ssa197 	171 	187
FBS_40	 pop_9 	Ssa197 	159 	171
FBS_41	 pop_9 	Ssa197 	187 	195
FBS_42	 pop_9 	Ssa197 	171 	175
FBS_43	 pop_9 	Ssa197 	163 	203
FBS_44	 pop_9 	Ssa197 	171 	187
FBS_45	 pop_9 	Ssa197 	183 	187
FBS_46	 pop_9 	Ssa197 	163 	187
FBS_47	 pop_9 	Ssa197 	167 	167
FBS_48	 pop_9 	Ssa197 	171 	183
FBS_49	 pop_9 	Ssa197 	187 	203
FBS_50	 pop_9 	Ssa197 	167 	175
FBS_51	 pop_9 	Ssa197 	175 	187
FBS_52	 pop_9 	Ssa197 	175 	187
FBS_53	 pop_9 	Ssa197 	163 	175
FBS_54	 pop_9 	Ssa197 	171 	203
FBS_55	 pop_9 	Ssa197 	179 	187
FBS_56	 pop_9 	Ssa197 	171 	171
FBS_57	 pop_9 	Ssa197 	171 	175
FBS_58	 pop_9 	Ssa197 	167 	167
FBS_59	 pop_9 	Ssa197 	183 	195
FBS_60	 pop_9 	Ssa197 	179 	195
FBS_61	 pop_9 	Ssa197 	171 	183
FBS_62	 pop_9 	Ssa197 	171 	187
FBS_63	 pop_9 	Ssa197 	171 	187
FBS_64	 pop_9 	Ssa197 	163 	175
FBS_65	 pop_9 	Ssa197 	171 	179
FBS_66	 pop_9 	Ssa197 	175 	203
FBS_67	 pop_9 	Ssa197 	171 	191
FBS_68	 pop_9 	Ssa197 	171 	187
FBS_69	 pop_9 	Ssa197 	171 	187
FBS_70	 pop_9 	Ssa197 	171 	179
FBS_71	 pop_9 	Ssa197 	167 	187
FBS_72	 pop_9 	Ssa197 	183 	203
FBS_73	 pop_9 	Ssa197 	171 	195
FBS_74	 pop_9 	Ssa197 	171 	171
GAR_1	 pop_10 	Ssa197 	167 	187
GAR_2	 pop_10 	Ssa197 	171 	171
GAR_3	 pop_10 	Ssa197 	167 	167
GAR_4	 pop_10 	Ssa197 	175 	191
GAR_5	 pop_10 	Ssa197 	171 	175
GAR_6	 pop_10 	Ssa197 	175 	179
GAR_7	 pop_10 	Ssa197 	167 	171
GAR_8	 pop_10 	Ssa197 	167 	199
GAR_9	 pop_10 	Ssa197 	167 	175
GAR_10	 pop_10 	Ssa197 	175 	179
GAR_11	 pop_10 	Ssa197 	155 	175
GAR_12	 pop_10 	Ssa197 	195 	203
GAR_13	 pop_10 	Ssa197 	155 	155
GAR_14	 pop_10 	Ssa197 	179 	187
GAR_15	 pop_10 	Ssa197 	179 	179
GAR_16	 pop_10 	Ssa197 	183 	183
GAR_17	 pop_10 	Ssa197 	167 	171
GAR_18	 pop_10 	Ssa197 	171 	179
GAR_19	 pop_10 	Ssa197 	175 	179
GAR_20	 pop_10 	Ssa197 	175 	187
GAR_21	 pop_10 	Ssa197 	175 	183
GAR_22	 pop_10 	Ssa197 	175 	183
GAR_23	 pop_10 	Ssa197 	187 	187
GAR_24	 pop_10 	Ssa197 	179 	179
GAR_25	 pop_10 	Ssa197 	167 	187
GAR_26	 pop_10 	Ssa197 	175 	187
GAR_27	 pop_10 	Ssa197 	175 	203
GAR_28	 pop_10 	Ssa197 	171 	191
GAR_29	 pop_10 	Ssa197 	175 	183
GAR_30	 pop_10 	Ssa197 	175 	179
GAR_31	 pop_10 	Ssa197 	167 	175
GAR_32	 pop_10 	Ssa197 	183 	187
GAR_33	 pop_10 	Ssa197 	167 	171
GAR_34	 pop_10 	Ssa197 	183 	183
GAR_35	 pop_10 	Ssa197 	171 	187
GAR_36	 pop_10 	Ssa197 	155 	175
GAR_37	 pop_10 	Ssa197 	183 	199
GAR_38	 pop_10 	Ssa197 	163 	179
GAR_39	 pop_10 	Ssa197 	179 	183
GAR_40	 pop_10 	Ssa197 	175 	179
GAR_41	 pop_10 	Ssa197 	167 	175
GAR_42	 pop_10 	Ssa197 	171 	183
GAR_43	 pop_10 	Ssa197 	171 	183
GAR_44	 pop_10 	Ssa197 	183 	183
GAR_45	 pop_10 	Ssa197 	171 	191
GAR_46	 pop_10 	Ssa197 	171 	175
GAR_47	 pop_10 	Ssa197 	163 	171
GAR_48	 pop_10 	Ssa197 	163 	183
GAR_49	 pop_10 	Ssa197 	171 	179
GAR_50	 pop_10 	Ssa197 	163 	175
GAR_51	 pop_10 	Ssa197 	167 	179
GAR_52	 pop_10 	Ssa197 	171 	187
GAR_53	 pop_10 	Ssa197 	179 	187
GAR_54	 pop_10 	Ssa197 	167 	179
GAR_55	 pop_10 	Ssa197 	171 	191
GAR_56	 pop_10 	Ssa197 	167 	175
GAR_57	 pop_10 	Ssa197 	175 	187
GAR_58	 pop_10 	Ssa197 	179 	187
GAR_59	 pop_10 	Ssa197 	167 	175
GAR_60	 pop_10 	Ssa197 	167 	171
GAR_61	 pop_10 	Ssa197 	175 	179
GAR_62	 pop_10 	Ssa197 	183 	187
GAR_63	 pop_10 	Ssa197 	171 	175
GAR_64	 pop_10 	Ssa197 	171 	183
GAR_65	 pop_10 	Ssa197 	175 	179
GAR_66	 pop_10 	Ssa197 	179 	195
GAR_67	 pop_10 	Ssa197 	171 	183
GAR_68	 pop_10 	Ssa197 	171 	179
GAR_69	 pop_10 	Ssa197 	167 	171
GAR_70	 pop_10 	Ssa197 	171 	175
GAR_71	 pop_10 	Ssa197 	163 	171
GAR_72	 pop_10 	Ssa197 	175 	183
GAR_73	 pop_10 	Ssa197 	175 	179
GAR_74	 pop_10 	Ssa197 	175 	187
GAR_75	 pop_10 	Ssa197 	171 	183
GAR_76	 pop_10 	Ssa197 	163 	175
GAR_77	 pop_10 	Ssa197 	163 	167
GAR_78	 pop_10 	Ssa197 	171 	187
GAR_79	 pop_10 	Ssa197 	175 	179
GAR_80	 pop_10 	Ssa197 	171 	171
GAR_81	 pop_10 	Ssa197 	163 	179
GAR_82	 pop_10 	Ssa197 	175 	179
GAR_83	 pop_10 	Ssa197 	175 	187
GAR_84	 pop_10 	Ssa197 	171 	191
GAR_85	 pop_10 	Ssa197 	167 	179
GAR_86	 pop_10 	Ssa197 	167 	171
GAR_87	 pop_10 	Ssa197 	171 	179
GAR_88	 pop_10 	Ssa197 	171 	187
GAR_89	 pop_10 	Ssa197 	171 	179
GAR_90	 pop_10 	Ssa197 	175 	183
GAR_91	 pop_10 	Ssa197 	179 	187
GAR_92	 pop_10 	Ssa197 	179 	183
GAR_93	 pop_10 	Ssa197 	171 	183
GAR_94	 pop_10 	Ssa197 	183 	187
GAR_95	 pop_10 	Ssa197 	167 	187
GAR_96	 pop_10 	Ssa197 	171 	175
GAR_97	 pop_10 	Ssa197 	175 	179
GAR_98	 pop_10 	Ssa197 	167 	183
GAR_99	 pop_10 	Ssa197 	167 	171
GAR_100	 pop_10 	Ssa197 	171 	179
GBB_1	 pop_11 	Ssa197 	171 	175
GBB_2	 pop_11 	Ssa197 	179 	183
GBB_3	 pop_11 	Ssa197 	171 	191
GBB_4	 pop_11 	Ssa197 	167 	175
GBB_5	 pop_11 	Ssa197 	171 	191
GBB_6	 pop_11 	Ssa197 	179 	183
GBB_7	 pop_11 	Ssa197 	167 	167
GBB_8	 pop_11 	Ssa197 	163 	175
GBB_9	 pop_11 	Ssa197 	171 	175
GBB_10	 pop_11 	Ssa197 	171 	199
GBB_11	 pop_11 	Ssa197 	167 	191
GBB_12	 pop_11 	Ssa197 	171 	175
GBB_13	 pop_11 	Ssa197 	167 	191
GBB_14	 pop_11 	Ssa197 	179 	191
GBB_15	 pop_11 	Ssa197 	163 	175
GBB_16	 pop_11 	Ssa197 	171 	175
GBB_17	 pop_11 	Ssa197 	163 	163
GBB_18	 pop_11 	Ssa197 	163 	167
GBB_19	 pop_11 	Ssa197 	171 	179
GBB_20	 pop_11 	Ssa197 	171 	179
GBB_21	 pop_11 	Ssa197 	175 	191
GBB_22	 pop_11 	Ssa197 	167 	191
GBB_23	 pop_11 	Ssa197 	175 	175
GBB_24	 pop_11 	Ssa197 	167 	171
GBB_25	 pop_11 	Ssa197 	167 	171
GBB_26	 pop_11 	Ssa197 	171 	175
GBB_27	 pop_11 	Ssa197 	171 	179
GBB_28	 pop_11 	Ssa197 	171 	179
GBB_29	 pop_11 	Ssa197 	191 	191
GBB_30	 pop_11 	Ssa197 	167 	171
GBB_31	 pop_11 	Ssa197 	171 	175
GBB_32	 pop_11 	Ssa197 	171 	171
GBB_33	 pop_11 	Ssa197 	171 	171
GBB_34	 pop_11 	Ssa197 	175 	203
GBB_35	 pop_11 	Ssa197 	179 	191
GBB_36	 pop_11 	Ssa197 	167 	183
GBB_37	 pop_11 	Ssa197 	167 	171
GBB_38	 pop_11 	Ssa197 	175 	191
GBB_39	 pop_11 	Ssa197 	163 	163
GBB_40	 pop_11 	Ssa197 	171 	171
GBB_41	 pop_11 	Ssa197 	167 	171
GBB_42	 pop_11 	Ssa197 	163 	175
GBB_43	 pop_11 	Ssa197 	171 	179
GBB_44	 pop_11 	Ssa197 	171 	179
GBB_45	 pop_11 	Ssa197 	167 	175
GBB_46	 pop_11 	Ssa197 	171 	175
GBB_47	 pop_11 	Ssa197 	179 	191
GBB_48	 pop_11 	Ssa197 	167 	171
GBB_49	 pop_11 	Ssa197 	175 	179
GBB_50	 pop_11 	Ssa197 	175 	183
GBB_51	 pop_11 	Ssa197 	171 	171
GBB_52	 pop_11 	Ssa197 	159 	175
GBB_53	 pop_11 	Ssa197 	163 	171
GBB_54	 pop_11 	Ssa197 	175 	179
GBB_55	 pop_11 	Ssa197 	171 	191
GBB_56	 pop_11 	Ssa197 	179 	183
GBB_57	 pop_11 	Ssa197 	171 	175
GBB_58	 pop_11 	Ssa197 	175 	175
GBB_59	 pop_11 	Ssa197 	171 	179
GBB_60	 pop_11 	Ssa197 	171 	171
GBB_61	 pop_11 	Ssa197 	171 	191
GBB_62	 pop_11 	Ssa197 	163 	179
GBB_63	 pop_11 	Ssa197 	167 	175
GBB_64	 pop_11 	Ssa197 	167 	195
GBB_65	 pop_11 	Ssa197 	175 	179
GBB_66	 pop_11 	Ssa197 	175 	191
GBB_67	 pop_11 	Ssa197 	171 	179
GBB_68	 pop_11 	Ssa197 	171 	199
GBB_69	 pop_11 	Ssa197 	171 	183
GBB_70	 pop_11 	Ssa197 	167 	171
GBB_71	 pop_11 	Ssa197 	179 	191
GBB_72	 pop_11 	Ssa197 	175 	191
GBB_73	 pop_11 	Ssa197 	167 	179
GBB_74	 pop_11 	Ssa197 	163 	175
GBB_75	 pop_11 	Ssa197 	175 	179
GBB_76	 pop_11 	Ssa197 	171 	171
GBB_77	 pop_11 	Ssa197 	171 	171
GBB_78	 pop_11 	Ssa197 	187 	207
GBB_79	 pop_11 	Ssa197 	171 	171
GBB_80	 pop_11 	Ssa197 	171 	179
GBB_81	 pop_11 	Ssa197 	179 	191
GBB_82	 pop_11 	Ssa197 	171 	171
GBB_83	 pop_11 	Ssa197 	163 	175
GBB_84	 pop_11 	Ssa197 	163 	175
GBB_85	 pop_11 	Ssa197 	175 	183
GBB_86	 pop_11 	Ssa197 	171 	191
GBB_87	 pop_11 	Ssa197 	167 	171
GBB_88	 pop_11 	Ssa197 	171 	191
GBB_89	 pop_11 	Ssa197 	167 	175
GBB_90	 pop_11 	Ssa197 	159 	167
GBB_91	 pop_11 	Ssa197 	163 	171
GBB_92	 pop_11 	Ssa197 	171 	175
GBB_93	 pop_11 	Ssa197 	159 	175
GBB_94	 pop_11 	Ssa197 	171 	171
GBB_95	 pop_11 	Ssa197 	171 	171
GBB_96	 pop_11 	Ssa197 	171 	187
GBB_97	 pop_11 	Ssa197 	175 	183
GBB_98	 pop_11 	Ssa197 	167 	175
GBB_99	 pop_11 	Ssa197 	175 	183
GBB_100	 pop_11 	Ssa197 	175 	179
GBI_1	 pop_12 	Ssa197 	179 	179
GBI_2	 pop_12 	Ssa197 	171 	179
GBI_3	 pop_12 	Ssa197 	171 	195
GBI_4	 pop_12 	Ssa197 	179 	183
GBI_5	 pop_12 	Ssa197 	163 	171
GBI_6	 pop_12 	Ssa197 	179 	191
GBI_7	 pop_12 	Ssa197 	167 	179
GBI_8	 pop_12 	Ssa197 	171 	171
GBI_9	 pop_12 	Ssa197 	175 	175
GBI_10	 pop_12 	Ssa197 	167 	175
GBI_11	 pop_12 	Ssa197 	175 	179
GBI_12	 pop_12 	Ssa197 	167 	179
GBI_13	 pop_12 	Ssa197 	171 	179
GBI_14	 pop_12 	Ssa197 	175 	195
GBI_15	 pop_12 	Ssa197 	171 	175
GBI_16	 pop_12 	Ssa197 	171 	195
GBI_17	 pop_12 	Ssa197 	175 	175
GBI_18	 pop_12 	Ssa197 	175 	187
GBI_19	 pop_12 	Ssa197 	187 	195
GBI_20	 pop_12 	Ssa197 	171 	187
GBI_21	 pop_12 	Ssa197 	163 	171
GBI_22	 pop_12 	Ssa197 	175 	187
GBI_23	 pop_12 	Ssa197 	167 	187
GBI_24	 pop_12 	Ssa197 	163 	183
GBI_25	 pop_12 	Ssa197 	171 	179
GBI_26	 pop_12 	Ssa197 	167 	183
GBI_27	 pop_12 	Ssa197 	171 	187
GBI_28	 pop_12 	Ssa197 	179 	183
GBI_29	 pop_12 	Ssa197 	179 	195
GBI_30	 pop_12 	Ssa197 	167 	191
GBI_31	 pop_12 	Ssa197 	175 	175
GBI_32	 pop_12 	Ssa197 	171 	187
GBI_33	 pop_12 	Ssa197 	171 	171
GBI_34	 pop_12 	Ssa197 	167 	175
GBI_35	 pop_12 	Ssa197 	179 	179
GBI_36	 pop_12 	Ssa197 	163 	179
GBI_37	 pop_12 	Ssa197 	175 	199
GBI_38	 pop_12 	Ssa197 	171 	195
GBI_39	 pop_12 	Ssa197 	183 	195
GBI_40	 pop_12 	Ssa197 	183 	195
GBI_41	 pop_12 	Ssa197 	179 	195
GBI_42	 pop_12 	Ssa197 	163 	187
GBI_43	 pop_12 	Ssa197 	163 	183
GBI_44	 pop_12 	Ssa197 	175 	187
GBI_45	 pop_12 	Ssa197 	171 	195
GBI_46	 pop_12 	Ssa197 	171 	175
GBI_47	 pop_12 	Ssa197 	171 	175
GBI_48	 pop_12 	Ssa197 	167 	171
GBI_49	 pop_12 	Ssa197 	167 	179
GBI_50	 pop_12 	Ssa197 	175 	187
GBI_51	 pop_12 	Ssa197 	167 	183
GBI_52	 pop_12 	Ssa197 	187 	195
GBI_53	 pop_12 	Ssa197 	179 	179
GBI_54	 pop_12 	Ssa197 	171 	171
GBI_55	 pop_12 	Ssa197 	167 	195
GBI_56	 pop_12 	Ssa197 	171 	187
GBI_57	 pop_12 	Ssa197 	175 	195
GBI_58	 pop_12 	Ssa197 	175 	179
GBI_59	 pop_12 	Ssa197 	163 	175
GBI_60	 pop_12 	Ssa197 	163 	171
GBI_61	 pop_12 	Ssa197 	183 	187
GBI_62	 pop_12 	Ssa197 	171 	199
GBI_63	 pop_12 	Ssa197 	171 	171
GBI_64	 pop_12 	Ssa197 	183 	183
GBI_65	 pop_12 	Ssa197 	171 	187
GBI_66	 pop_12 	Ssa197 	171 	183
GBI_67	 pop_12 	Ssa197 	175 	187
GBI_68	 pop_12 	Ssa197 	179 	187
GBI_69	 pop_12 	Ssa197 	175 	179
GBI_70	 pop_12 	Ssa197 	171 	175
GBI_71	 pop_12 	Ssa197 	171 	183
GBI_72	 pop_12 	Ssa197 	171 	171
GBI_73	 pop_12 	Ssa197 	171 	171
GBI_74	 pop_12 	Ssa197 	175 	183
GBI_75	 pop_12 	Ssa197 	171 	199
GNR_1	 pop_13 	Ssa197 	175 	187
GNR_2	 pop_13 	Ssa197 	175 	175
GNR_3	 pop_13 	Ssa197 	179 	187
GNR_4	 pop_13 	Ssa197 	167 	191
GNR_5	 pop_13 	Ssa197 	175 	195
GNR_6	 pop_13 	Ssa197 	171 	179
GNR_7	 pop_13 	Ssa197 	171 	179
GNR_8	 pop_13 	Ssa197 	179 	191
GNR_9	 pop_13 	Ssa197 	183 	187
GNR_10	 pop_13 	Ssa197 	179 	183
GNR_11	 pop_13 	Ssa197 	175 	175
GNR_12	 pop_13 	Ssa197 	159 	167
GNR_13	 pop_13 	Ssa197 	171 	187
GNR_14	 pop_13 	Ssa197 	171 	171
GNR_15	 pop_13 	Ssa197 	179 	179
GNR_16	 pop_13 	Ssa197 	183 	203
GNR_17	 pop_13 	Ssa197 	163 	171
GNR_18	 pop_13 	Ssa197 	179 	179
GNR_19	 pop_13 	Ssa197 	167 	183
GNR_20	 pop_13 	Ssa197 	171 	179
GNR_21	 pop_13 	Ssa197 	183 	199
GNR_22	 pop_13 	Ssa197 	183 	199
GNR_23	 pop_13 	Ssa197 	167 	179
GNR_24	 pop_13 	Ssa197 	167 	179
GNR_25	 pop_13 	Ssa197 	171 	175
GNR_26	 pop_13 	Ssa197 	175 	187
GNR_27	 pop_13 	Ssa197 	171 	175
GNR_28	 pop_13 	Ssa197 	167 	183
GNR_29	 pop_13 	Ssa197 	163 	179
GNR_30	 pop_13 	Ssa197 	167 	175
GNR_31	 pop_13 	Ssa197 	187 	187
GNR_32	 pop_13 	Ssa197 	171 	195
GNR_33	 pop_13 	Ssa197 	171 	175
GNR_34	 pop_13 	Ssa197 	171 	183
GNR_35	 pop_13 	Ssa197 	163 	187
GNR_36	 pop_13 	Ssa197 	167 	175
GNR_37	 pop_13 	Ssa197 	171 	179
GNR_38	 pop_13 	Ssa197 	171 	175
GNR_39	 pop_13 	Ssa197 	163 	171
GNR_40	 pop_13 	Ssa197 	171 	179
GNR_41	 pop_13 	Ssa197 	179 	179
GNR_42	 pop_13 	Ssa197 	195 	199
GNR_43	 pop_13 	Ssa197 	171 	179
GNR_44	 pop_13 	Ssa197 	171 	175
GNR_45	 pop_13 	Ssa197 	171 	179
GNR_46	 pop_13 	Ssa197 	167 	171
GNR_47	 pop_13 	Ssa197 	171 	179
GNR_48	 pop_13 	Ssa197 	171 	183
GNR_49	 pop_13 	Ssa197 	167 	187
GNR_50	 pop_13 	Ssa197 	167 	195
GNR_51	 pop_13 	Ssa197 	155 	171
GNR_52	 pop_13 	Ssa197 	175 	183
GNR_53	 pop_13 	Ssa197 	167 	175
GNR_54	 pop_13 	Ssa197 	179 	179
GNR_55	 pop_13 	Ssa197 	171 	195
GNR_56	 pop_13 	Ssa197 	163 	171
GNR_57	 pop_13 	Ssa197 	179 	179
GNR_58	 pop_13 	Ssa197 	171 	179
GNR_59	 pop_13 	Ssa197 	171 	179
GNR_60	 pop_13 	Ssa197 	167 	175
GNR_61	 pop_13 	Ssa197 	179 	183
GNR_62	 pop_13 	Ssa197 	179 	187
GNR_63	 pop_13 	Ssa197 	171 	175
GNR_64	 pop_13 	Ssa197 	171 	199
GNR_65	 pop_13 	Ssa197 	179 	179
GNR_66	 pop_13 	Ssa197 	183 	187
GNR_67	 pop_13 	Ssa197 	171 	187
GNR_68	 pop_13 	Ssa197 	163 	167
GNR_69	 pop_13 	Ssa197 	171 	179
GNR_70	 pop_13 	Ssa197 	171 	171
GNR_71	 pop_13 	Ssa197 	175 	187
GNR_72	 pop_13 	Ssa197 	179 	199
GNR_73	 pop_13 	Ssa197 	167 	179
GNR_74	 pop_13 	Ssa197 	187 	187
GNR_75	 pop_13 	Ssa197 	167 	187
GNR_76	 pop_13 	Ssa197 	171 	175
GNR_77	 pop_13 	Ssa197 	171 	179
GRR_1	 pop_14 	Ssa197 	183 	199
GRR_2	 pop_14 	Ssa197 	175 	179
GRR_3	 pop_14 	Ssa197 	179 	195
GRR_4	 pop_14 	Ssa197 	179 	179
GRR_5	 pop_14 	Ssa197 	179 	199
GRR_6	 pop_14 	Ssa197 	179 	199
GRR_7	 pop_14 	Ssa197 	163 	179
GRR_8	 pop_14 	Ssa197 	179 	187
GRR_9	 pop_14 	Ssa197 	163 	183
GRR_10	 pop_14 	Ssa197 	175 	187
GRR_11	 pop_14 	Ssa197 	179 	199
GRR_12	 pop_14 	Ssa197 	171 	183
GRR_13	 pop_14 	Ssa197 	183 	187
GRR_14	 pop_14 	Ssa197 	183 	199
GRR_15	 pop_14 	Ssa197 	167 	179
GRR_16	 pop_14 	Ssa197 	171 	183
GRR_17	 pop_14 	Ssa197 	183 	191
GRR_18	 pop_14 	Ssa197 	171 	187
GRR_19	 pop_14 	Ssa197 	171 	171
GRR_20	 pop_14 	Ssa197 	171 	179
GRR_21	 pop_14 	Ssa197 	179 	183
GRR_22	 pop_14 	Ssa197 	179 	183
GRR_23	 pop_14 	Ssa197 	183 	199
GRR_24	 pop_14 	Ssa197 	175 	175
GRR_25	 pop_14 	Ssa197 	179 	187
GRR_26	 pop_14 	Ssa197 	171 	179
GRR_27	 pop_14 	Ssa197 	171 	175
GRR_28	 pop_14 	Ssa197 	171 	195
GRR_29	 pop_14 	Ssa197 	163 	175
GRR_30	 pop_14 	Ssa197 	171 	191
GRR_31	 pop_14 	Ssa197 	175 	175
GRR_32	 pop_14 	Ssa197 	171 	179
GRR_33	 pop_14 	Ssa197 	171 	175
GRR_34	 pop_14 	Ssa197 	175 	179
GRR_35	 pop_14 	Ssa197 	171 	175
GRR_36	 pop_14 	Ssa197 	171 	171
GRR_37	 pop_14 	Ssa197 	167 	179
GRR_38	 pop_14 	Ssa197 	183 	183
GRR_39	 pop_14 	Ssa197 	167 	179
GRR_40	 pop_14 	Ssa197 	183 	187
GRR_41	 pop_14 	Ssa197 	171 	187
GRR_42	 pop_14 	Ssa197 	175 	195
GRR_43	 pop_14 	Ssa197 	171 	179
GRR_44	 pop_14 	Ssa197 	183 	187
GRR_45	 pop_14 	Ssa197 	171 	175
GRR_46	 pop_14 	Ssa197 	167 	187
GRR_47	 pop_14 	Ssa197 	167 	179
GRR_48	 pop_14 	Ssa197 	179 	187
GRR_49	 pop_14 	Ssa197 	179 	203
GRR_50	 pop_14 	Ssa197 	163 	167
GRR_51	 pop_14 	Ssa197 	179 	179
GRR_52	 pop_14 	Ssa197 	199 	203
GRR_53	 pop_14 	Ssa197 	179 	179
GRR_54	 pop_14 	Ssa197 	167 	183
GRR_55	 pop_14 	Ssa197 	171 	179
GRR_56	 pop_14 	Ssa197 	163 	175
GRR_57	 pop_14 	Ssa197 	179 	187
GRR_58	 pop_14 	Ssa197 	195 	215
