
QC-ANG-01
hwe_glb	0.18951895189519	0.834583458345835	0.694369436943694	0.130913091309131	0.0648064806480648	0.655865586558656	0.118411841184118	0.0497049704970497	0.850985098509851	0.664366436643664	0.0225022502250225	0.668566856685669	0.36963696369637	0.706270627062706	0.69016901690169	0.149
hwe_hom	NA	0.540554055405541	0.376437643764376	NA	NA	NA	NA	0.0564056405640564	0.180918091809181	0.150515051505151	NA	0.632563256325633	0.586458645864587	0.431143114311431	NA	0.921
hwe_het	0.0024002400240024	NA	NA	0.0103010301030103	0.0367036703670367	0.0378037803780378	0.0194019401940194	NA	NA	NA	0.0095009500950095	NA	NA	NA	0.0343034303430343	0.001

QC-ET-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	4.6049081268807	6.94270077825466	9.48740972963187	11.3385181513521	12.2274947055176	10.2118123688135	5.59851040789582	5.11957506562887	7.3420804005435	8.75873453808177	8.36942341814769	4.92522781940954	0	1.92565789473684	0	6.457
size	48	46	44	46	48	46	45	48	48	48	46	48	48	48	48	47
obs_het	0.625	0.782608695652174	0.863636363636364	0.891304347826087	0.9375	0.826086956521739	0.866666666666667	0.729166666666667	0.833333333333333	0.916666666666667	0.91304347826087	0.666666666666667	0.583333333333333	0.895833333333333	0.916666666666667	0.817
exp_het	0.685763888888889	0.848534971644612	0.900826446280992	0.927457466918715	0.934678819444444	0.905718336483932	0.76641975308642	0.759982638888889	0.833333333333333	0.889322916666667	0.864603024574669	0.733506944444444	0.672526041666667	0.916015625	0.936414930555556	0.838
uexp_het	0.693	0.858	0.911	0.938	0.945	0.916	0.775	0.768	0.842	0.899	0.874	0.741	0.68	0.926	0.946	0.847
fis	0.0886075949367089	0.0776942355889724	0.0412844036697247	0.0389808917197453	-0.00301834223357322	0.0879206887555439	-0.130798969072165	0.0405482581382067	0	-0.0307467057101025	-0.0560262366766875	0.0911242603550296	0.132623426911907	0.0220326936744847	0.0210892236384705	0.028
hwe_glb	0.652565256525653	0.0879087908790879	0.0835083508350835	0.297429742974297	0.916791679167917	0.740774077407741	0.207620762076208	0.767276727672767	0.50975097509751	0.0002000200020002	0.0851085108510851	0.0991099109910991	0.459702563938974	0.258625862586259	0.0128012801280128	0.001
hwe_hom	NA	NA	NA	NA	0.706070607060706	NA	0.0373037303730373	NA	NA	NA	0.458645864586459	NA	NA	NA	0.654965496549655	1
hwe_het	0.0809080908090809	0.108510851085109	0.168016801680168	0.0851085108510851	NA	0.0318031803180318	NA	0.260726072607261	0.191319131913191	0.0583058305830583	NA	0.0196019601960196	0.0962061792631731	0.129012901290129	NA	0.006

QC-GE-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	2.65498555362973	8.32948188945238	8.88290040223703	10.8813533824509	10.1432726756549	12.0277442840184	5.40411792013489	4.39185208217109	6.9724117138388	7.73108051707328	7.78339149269799	4.38512133073059	0	1.96666666666667	0	6.104
size	48	48	48	48	48	45	48	47	48	48	47	48	10	8	9	39.867
obs_het	0.458333333333333	0.895833333333333	0.875	0.958333333333333	0.833333333333333	0.955555555555556	0.770833333333333	0.638297872340426	0.854166666666667	0.895833333333333	0.851063829787234	0.604166666666667	0.9	1	0.888888888888889	0.825
exp_het	0.518012152777778	0.860026041666667	0.878255208333333	0.922743055555556	0.912543402777778	0.928148148148148	0.685980902777778	0.683340878225441	0.834418402777778	0.843967013888889	0.862381167949298	0.641276041666667	0.8	0.90625	0.895061728395062	0.811
uexp_het	0.523	0.869	0.888	0.932	0.922	0.939	0.693	0.691	0.843	0.853	0.872	0.648	0.842	0.967	0.948	0.829
fis	0.115207373271889	-0.0416351249053748	0.00370644922164576	-0.0385700846660395	0.0868014268727705	-0.0295291300877893	-0.123695033217336	0.0659158661808544	-0.023667100130039	-0.0614553869889434	0.0131233595800525	0.0578680203045687	-0.125	-0.103448275862069	0.00689655172413794	-0.013
hwe_glb	0.0392300385770745	0.94019401940194	0.857485748574857	0.224022402240224	0.231223122312231	0.468946894689469	0.828382838283828	0.65551699682176	0.35043504350435	0.887988798879888	0.161316131613161	0.516450854030557	0.650034176349974	0.0874902874903025	0.51749165866792	0.47
hwe_hom	NA	0.152415241524152	0.516351635163516	0.282528252825283	NA	0.452845284528453	0.0872087208720872	NA	0.473947394739474	0.160716071607161	NA	NA	0.417887169589953	0.762289562288862	0.856163444399906	0.86
hwe_het	0.0113133962011595	NA	NA	NA	0.0299029902990299	NA	NA	0.149200463456785	NA	NA	0.132313231323132	0.218239273528002	NA	NA	NA	0.63

QC-GO-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.86161265769424	8.41957427608167	8.24933703354282	10.7090574331464	12.406762117331	12.3222989031023	7.25479644918148	4.21062630175744	7.70412336685449	9.17295534087865	9.06103568530023	3.56664969079352	0	1.93741041567129	0	6.792
size	50	46	50	45	47	50	50	47	50	50	48	49	48	46	38	47.6
obs_het	0.74	0.804347826086957	0.9	0.933333333333333	0.978723404255319	0.92	0.82	0.553191489361702	0.8	0.84	0.895833333333333	0.551020408163265	0.854166666666667	0.91304347826087	1	0.834
exp_het	0.822	0.877126654064272	0.8704	0.921481481481481	0.941149841557266	0.9418	0.8574	0.46831145314622	0.8378	0.8562	0.896918402777778	0.580591420241566	0.759982638888889	0.927221172022684	0.92797783933518	0.832
uexp_het	0.83	0.887	0.879	0.932	0.951	0.951	0.866	0.473	0.846	0.865	0.906	0.587	0.768	0.937	0.94	0.841
fis	0.099756690997567	0.0829741379310344	-0.0340073529411766	-0.0128617363344052	-0.0399230399230399	0.0231471650031854	0.0436202472591557	-0.181246979217013	0.0451181666268798	0.0189208128941837	0.00120977498185337	0.0509325681492111	-0.123929183323815	0.0152905198776758	-0.0776119402985074	-0.006
hwe_glb	0.731173117311731	0.0139013901390139	0.0929092909290929	0.460746074607461	0.487448744874487	0.0385038503850385	0.803480348034804	0.239385436214216	0.211621162116212	0.153115311531153	0.0251025102510251	0.252362002250999	0.594359435943594	0.605960596059606	0.384338433843384	0.021
hwe_hom	NA	NA	0.315831583158316	0.406240624062406	0.256825682568257	NA	NA	0.0344099189546164	NA	NA	0.476947694769477	NA	0.113511351135114	0.604760476047605	0.095009500950095	0.72
hwe_het	0.128512851285129	0.175817581758176	NA	NA	NA	0.0037003700370037	0.238423842384238	NA	0.0352035203520352	0.177817781778178	NA	0.155097588533124	NA	NA	NA	0.224

QC-GP-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.02423829900842	8.52972354579369	9.15885671750137	10.8589560211385	11.7358037589433	11.617739431552	8.12026111893442	5.86896444926679	6.52858257947508	9.35237910567044	8.18678212309652	5.57710821740045	0	1.93730407523511	0	6.9
size	43	43	42	42	42	43	42	44	43	44	42	43	44	44	44	43
obs_het	0.627906976744186	0.883720930232558	0.880952380952381	0.833333333333333	0.880952380952381	0.976744186046512	0.880952380952381	0.818181818181818	0.883720930232558	0.909090909090909	0.80952380952381	0.627906976744186	0.590909090909091	0.954545454545455	0.931818181818182	0.833
exp_het	0.696322336398053	0.873445105462412	0.888888888888889	0.91156462585034	0.921485260770975	0.928610059491617	0.874433106575964	0.771435950413223	0.83126014061655	0.896177685950413	0.867630385487528	0.606814494321255	0.637138429752066	0.926652892561983	0.943440082644628	0.838
uexp_het	0.705	0.884	0.9	0.923	0.933	0.94	0.885	0.78	0.841	0.906	0.878	0.614	0.644	0.937	0.954	0.848
fis	0.0982524271844659	-0.0117647058823529	0.0089285714285714	0.085820895522388	0.0439864657028608	-0.0518345952242283	-0.00745542949756883	-0.060595915634416	-0.063109954456734	-0.0144092219020173	0.0669715779157138	-0.03475935828877	0.0725577624645318	-0.0301003344481605	0.0123186422118807	0.008
hwe_glb	0.0239023902390239	0.283928392839284	0.783978397839784	0.0549054905490549	0.0007000700070007	0.165916591659166	0.110911091109111	0.422142214221422	0.373737373737374	0.0762076207620762	0.0466046604660466	0.981598159815982	0.128582045697408	0.243424342434243	0.451345134513451	0
hwe_hom	NA	0.497249724972497	0.615961596159616	NA	NA	0.247224722472247	NA	0.243624362436244	0.264826482648265	NA	NA	0.442844284428443	NA	0.64016401640164	NA	0.997
hwe_het	0.289128912891289	NA	NA	0.126412641264126	0.0078007800780078	NA	0.0132013201320132	NA	NA	0.0981098109810981	0.1000100010001	NA	0.02504289004745	NA	0.24012401240124	0.043

QC-JC-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.64024805442637	9.35020871400944	7.08512355085728	12.1585259462039	11.3981331884416	10.9557944952676	6.78174927764978	4.78081835762393	7.80708294595908	10.1840528428461	8.84433174151879	4.7622284962617	0	1.95050505050505	0	6.78
size	50	50	49	50	50	50	50	49	50	50	50	50	50	50	50	49.867
obs_het	0.72	0.88	0.714285714285714	0.96	0.84	0.96	0.86	0.673469387755102	0.82	0.92	0.86	0.64	0.78	0.92	0.92	0.831
exp_het	0.6984	0.8934	0.829029571012078	0.9376	0.9274	0.9228	0.8278	0.641815910037485	0.8514	0.9128	0.892	0.7036	0.7402	0.941	0.9492	0.845
uexp_het	0.705	0.902	0.838	0.947	0.937	0.932	0.836	0.648	0.86	0.922	0.901	0.711	0.748	0.951	0.959	0.853
fis	-0.0309278350515463	0.0149988806805462	0.138407435317759	-0.0238907849829351	0.0942419667888722	-0.0403120936280883	-0.0388982846098092	-0.0493186242699544	0.0368804322292694	-0.00788781770376867	0.0358744394618834	0.0903922683342808	-0.0537692515536343	0.0223166843783208	0.0307627475769069	0.015
hwe_glb	0.895689568956896	0.375937593759376	0.823182318231823	0.0986098609860986	0.0624062406240624	0.197519751975198	0.397339733973397	0.395939593959396	0.504350435043504	0.305830583058306	0.869386938693869	0.238623862386239	0.205820582058206	0.635363536353635	0.723272327232723	0.401
hwe_hom	0.536153615361536	NA	NA	0.33023302330233	NA	0.366936693669367	0.367436743674367	0.668566856685669	NA	0.497449744974497	NA	NA	0.573157315731573	NA	NA	1
hwe_het	NA	0.0072007200720072	0.0399039903990399	NA	0.0394039403940394	NA	NA	NA	0.136513651365137	NA	0.178017801780178	0.212921292129213	NA	0.173917391739174	0.183718371837184	0.101

QC-JU-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.73625660827338	6.83421802547163	8.86648778776464	11.6161383495099	12.3588329733621	12.6307766587632	5.90309546285642	5.6981435786169	7.97863825452442	9.5223918126866	8.48002586753245	5.10805730574392	0	1.94343434343434	0	6.845
size	46	50	50	50	50	46	50	46	44	44	50	44	50	50	45	47.667
obs_het	0.608695652173913	0.76	0.88	0.94	0.94	0.956521739130435	0.8	0.847826086956522	0.818181818181818	0.886363636363636	0.84	0.590909090909091	0.72	0.9	1	0.833
exp_het	0.699196597353497	0.7956	0.8708	0.9282	0.941	0.94258034026465	0.79	0.800803402646503	0.862861570247934	0.893595041322314	0.8696	0.669163223140496	0.6698	0.934	0.950864197530864	0.841
uexp_het	0.707	0.804	0.88	0.938	0.951	0.953	0.798	0.81	0.873	0.904	0.878	0.677	0.677	0.943	0.962	0.85
fis	0.12943562014194	0.0447461035696329	-0.0105649977032614	-0.0127127774186597	0.00106269925611047	-0.0147906743544748	-0.0126582278481013	-0.0587193862496311	0.0517809039209817	0.008092485549133	0.0340386384544619	0.116943265148591	-0.0749477455957002	0.0364025695931477	-0.0516748896390549	0.012
hwe_glb	0.418641864186419	0.304530453045305	0.846384638463846	0.0363036303630363	0.721172117211721	0.548454845484548	0.162116211621162	0.253225322532253	0.762476247624763	0.777877787778778	0.1998199819982	0.568356835683568	0.520552055205521	0.174517451745175	0.98009800980098	0.488
hwe_hom	NA	NA	NA	0.392739273927393	0.551255125512551	0.584158415841584	NA	0.209020902090209	NA	NA	NA	NA	0.185818581858186	NA	0.17041704170417	0.994
hwe_het	0.0899089908990899	0.129212921292129	0.288928892889289	NA	NA	NA	0.307730773077308	NA	0.171417141714171	0.136313631363136	0.242024202420242	0.273527352735274	NA	0.219021902190219	NA	0.479

QC-KO-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	3.93574094787742	7.44894608337079	9.95754382607108	11.3035555494141	11.0503089520129	11.6463404300526	6.63002686598467	4.72433178452357	8.00082800186202	9.26867294220718	7.9302973048248	4.63382284006379	0	1.9344298245614	0	6.564
size	45	47	45	48	46	48	47	46	46	46	47	45	48	48	47	46.6
obs_het	0.577777777777778	0.808510638297872	0.888888888888889	0.9375	0.956521739130435	1	0.808510638297872	0.695652173913043	0.891304347826087	0.934782608695652	0.829787234042553	0.6	0.75	0.895833333333333	0.978723404255319	0.837
exp_het	0.615555555555556	0.825033952014486	0.906666666666667	0.929036458333333	0.9234404536862	0.934461805555556	0.827976459936623	0.735586011342155	0.872637051039698	0.888232514177694	0.847668628338615	0.571851851851852	0.770833333333333	0.924696180555556	0.939112720688094	0.834
uexp_het	0.622	0.834	0.917	0.939	0.934	0.944	0.837	0.744	0.882	0.898	0.857	0.578	0.779	0.934	0.949	0.843
fis	0.0613718411552349	0.0200274348422497	0.0196078431372551	-0.00911002102312541	-0.0358239508700102	-0.0701346957733395	0.0235101148168397	0.0542884677160297	-0.0213918223666396	-0.0524075552008514	0.0210947930574099	-0.0492227979274611	0.0270270270270271	0.0312133302041774	-0.0421788382742829	-0.001
hwe_glb	0.684665688111104	0.262426242624262	0.611761176117612	0.228322832283228	0.678467846784678	0.0386038603860386	0.590759075907591	0.483648364836484	0.697469746974697	0.114611461146115	0.34983498349835	0.992607974418341	0.762876287628763	0.923192319231923	0.405040504050405	0.632
hwe_hom	0.704580838108721	0.403340334033403	0.684468446844684	0.464346434643464	0.22022202220222	0.0626062606260626	0.612561256125613	NA	0.479047904790479	0.357935793579358	NA	0.462560353725219	NA	NA	0.12041204120412	0.787
hwe_het	NA	NA	NA	NA	NA	NA	NA	0.272927292729273	NA	NA	0.351535153515352	NA	0.201120112011201	0.0934093409340934	NA	0.998

QC-LA-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.22110533969001	7.01120374670281	7.95581965489927	11.4882673938793	10.1063525137085	10.6710363776928	7.39935577745683	4.10603349267848	7.18002393150226	9.01375743896207	7.48073473929557	4.38626024443676	0	1.94646464646465	0	6.264
size	48	50	45	50	50	50	50	49	47	48	49	45	50	50	48	48.6
obs_het	0.729166666666667	0.76	0.866666666666667	0.94	0.86	0.86	0.88	0.693877551020408	0.914893617021277	0.875	0.897959183673469	0.755555555555556	0.72	0.98	0.9375	0.845
exp_het	0.661675347222222	0.8076	0.856049382716049	0.9322	0.9116	0.9202	0.8344	0.624947938359017	0.820507016749661	0.878255208333333	0.848604748021658	0.760493827160494	0.6998	0.937	0.934678819444444	0.829
uexp_het	0.669	0.816	0.866	0.942	0.921	0.929	0.843	0.631	0.829	0.888	0.857	0.769	0.707	0.946	0.945	0.837
fis	-0.102000655952771	0.0589400693412582	-0.0124026535910009	-0.00836730315382961	0.0566037735849056	0.0654205607476636	-0.0546500479386385	-0.11029656781073	-0.11503448275862	0.00370644922164554	-0.0581595092024541	0.00649350649350655	-0.0288653901114604	-0.0458911419423691	-0.00301834223357322	-0.023
hwe_glb	0.654465446544654	0.233723372337234	0.345434543454345	0.867586758675868	0.432743274327433	0.26972697269727	0.408640864086409	0.522436232328423	0.832583258325833	0.802580258025803	0.0389038903890389	0.361444649477745	0.286264787608146	0.018001800180018	0.855685568556856	0.292
hwe_hom	0.113911391139114	NA	NA	0.603460346034603	NA	NA	0.263926392639264	0.619514083613228	0.0228022802280228	0.369136913691369	0.250525052505251	NA	0.397826574697611	0.226522652265227	NA	0.669
hwe_het	NA	0.0389038903890389	0.194319431943194	NA	0.107510751075108	0.0105010501050105	NA	NA	NA	NA	NA	0.394742718117258	NA	NA	0.281828182818282	0.584

QC-MAD-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	6.3500444680617	8.23276408218283	11.3005517469889	12.2611610699749	12.330765984132	11.846753662778	8.76697969905547	4.8079189290554	7.79927490654163	10.1838736776907	9.35388364249245	5.72999965035553	0	1.9516095097833	0	7.394
size	49	48	48	48	48	47	48	49	47	46	47	47	49	49	48	47.867
obs_het	0.73469387755102	0.916666666666667	0.916666666666667	0.916666666666667	0.979166666666667	0.914893617021277	0.895833333333333	0.73469387755102	0.808510638297872	0.891304347826087	0.914893617021277	0.765957446808511	0.816326530612245	0.959183673469388	0.958333333333333	0.875
exp_het	0.760516451478551	0.868489583333333	0.930989583333333	0.936414930555556	0.94140625	0.934585785423268	0.878472222222222	0.713452728029987	0.855364418288818	0.903119092627599	0.89972838388411	0.732005432322318	0.766972094960433	0.941899208663057	0.942708333333333	0.867
uexp_het	0.768	0.878	0.941	0.946	0.951	0.945	0.888	0.721	0.865	0.913	0.909	0.74	0.775	0.952	0.953	0.876
fis	0.0339539978094194	-0.055472263868066	0.0153846153846154	0.0210892236384705	-0.0401106500691562	0.0210704771131024	-0.0197628458498025	-0.0297723292469352	0.0547763958719238	0.0130821559392988	-0.0168553459119496	-0.0463821892393321	-0.0643497149063261	-0.0183506522219765	-0.0165745856353592	-0.01
hwe_glb	0.411241124112411	0.323032303230323	0.991099109910991	0.21962196219622	0.617061706170617	0.336833683368337	0.685368536853685	0.711171117111711	0.481748174817482	0.717471747174718	0.588358835883588	0.386438643864386	0.548554855485549	0.481848184818482	0.951795179517952	0.929
hwe_hom	NA	0.144514451445145	NA	NA	0.228722872287229	0.705970597059706	0.489048904890489	0.36953695369537	0.641364136413641	0.643864386438644	NA	NA	0.236123612361236	0.477347734773477	0.443744374437444	0.946
hwe_het	0.201020102010201	NA	0.25012501250125	0.215821582158216	NA	NA	NA	NA	NA	NA	0.292529252925293	0.0402040204020402	NA	NA	NA	0.96

QC-MAL-01
stat	Ssa85	Ssa197	Ssa202	SsaD71	SsaD85	SsaD144	Ssosl417	Sssp2210	Sssp2215	Sssp2216	SsspG7	u3	D486	D58	2201	overall
ar	5.95314930053329	8.06914784997263	7.1185245120446	11.6408525737635	11.506422784573	11.6984770856289	8.54601186795694	5.36651744009366	8.43914885577568	10.134477635866	8.75529221755092	4.10127655795871	0	1.92868686868687	0	6.884
size	50	50	47	49	50	48	50	50	50	50	49	50	50	50	48	49.4
obs_het	0.74	0.8	0.872340425531915	0.918367346938776	0.98	0.958333333333333	0.88	0.82	0.88	0.96	0.959183673469388	0.7	0.72	0.98	0.979166666666667	0.876
exp_het	0.7534	0.8524	0.835445903123585	0.932944606413994	0.93	0.93359375	0.8538	0.7142	0.8694	0.912	0.888379841732611	0.6948	0.7322	0.9194	0.930555555555556	0.85
uexp_het	0.761	0.861	0.844	0.943	0.939	0.943	0.862	0.721	0.878	0.921	0.898	0.702	0.74	0.929	0.94	0.859
fis	0.0177860366339263	0.0614734866259972	-0.0441614738553238	0.0156249999999999	-0.053763440860215	-0.0264993026499303	-0.0306863434059499	-0.148137776533184	-0.0121923165401427	-0.0526315789473684	-0.0796999531176745	-0.00748416810592967	0.0166621141764545	-0.0659125516641288	-0.0522388059701493	-0.031
